id,type,text1,text2,text3,notes
ms_kabaloi,SHIP,"Sleek and efficient, the Kabaloi appears to have been commissioned to augment the SRA's fleet of Charybdis' with a less logistically demanding carrier vessel, capable of fielding an equivalent weight of strike craft while placing a significantly lower drain on supplies and fuel.

Though less popular than the Charybdis among Yardie captains and crews, the Kabaloi is nevertheless a capable carrier vessel. The lighter weapons array places significantly lower strain on its power grid, allowing it to field a far more stable shield system despite its lower overall power output. Battlefield maneuvering ability is acceptable for a ship of this class, though it is marginally slower than it's most common equivalent, the Heron.

It is generally accepted that this vessel will eventually replace the Charybdis as the SRA's mainline fleet carrier, relegating it's more venerable sister ship to specialized assault groups.",,,
ms_dullahan,SHIP,"A large defense drone only carried by the Charybdis. Though unable to venture far afield, the Dullahan is equipped with the Ghostfire Homing Blaster making it an excellent short range interceptor and useful for area denial in the space nearby their host carrier.",,,
ms_ninurta,SHIP,"Built to the demanding specifications of the Red Wings Special Actions Flotilla and, as of current, only in service with them, the Ninurta is an advanced gunship design noted for high durability and firepower.

Generally considered a refinement of the design principles of the Enlil, the class is centered around a battery of synergy hardpoints, giving the craft a high degree of versatility. A powerful drive train, fed by a compact Novalith reactor and augmented by its advanced Quantic Drive, grants the ship very high tactical mobility. Redundant power systems and a large capacitor bank give the ship a highly resilient shield system, which combined with the crafts high mobility results in a frigate that can be remarkably difficult to pin down.

It is expected that the Ninurta will eventually enter broader service, though it is considered very unlikely that this class will replace the Enlil due to it's high cost and demanding logistical profile.",,,
,,,,,
ms_blackcap_3x,WEAPON,"The Blackcap is a short ranged anti-fighter missile with an excellent guidance package.

An integrated missile system produced almost exclusively by the Shadowyards Reconstruction Authority, 'revolver' style autoloader increases speed and mechanical reliability.  The missiles launched by the system are quite fast and noticeably more agile than the more ubiquitous Swarmer missile common in the sector, with a potent warhead capable of destroying or significantly damaging most fighters.

This tiny version, intended for fighter use, holds only three missiles.",Anti-Fighter,,
ms_blackcap_6x,WEAPON,"The Blackcap is a short ranged anti-fighter missile with an excellent guidance package.

An integrated missile system produced almost exclusively by the Shadowyards Reconstruction Authority, 'revolver' style autoloader increases speed and mechanical reliability.  The missiles launched by the system are quite fast and noticeably more agile than the more ubiquitous Swarmer missile common in the sector, with a potent warhead capable of destroying or significantly damaging most fighters.

This version is a standard launcher system which carries 6 missiles.",Anti-Fighter,,
ms_blackcap_pod,WEAPON,"The Blackcap is a short ranged anti-fighter missile with an excellent guidance package.

An integrated missile system produced almost exclusively by the Shadowyards Reconstruction Authority, this larger version does away with the 'Revolver' style autoloaders favored by smaller versions for a belt fed system.  The missiles launched by the system are quite fast and noticeably more agile than the more ubiquitous Swarmer missile common in the sector, with a potent warhead capable of destroying or significantly damaging most fighters.

This version is a medium-sized launcher system which carries 20 missiles.",Anti-Fighter,,
ms_shrike_rack,WEAPON,"A short-ranged tracking missile, launched from a triple-rack. Intended to bypass active defenses by virtue of overwhelming velocity.

Railgun assisted kinetic penetrator.  Propulsion is very potent, but fuel supply quite short, giving almost no chance of recovery if the shot misses.  Effective primarily against shields.  It is fitted with a small explosive charge, which is set to go off when it senses it is surrounded by a targeted ships hull; while the damage to the hull is typically small, this can damage and disrupt shipboard systems.",Close Support,,
ms_shrike_single,WEAPON,"A short-ranged tracking missile. Intended to pierce active defenses by virtue of overwhelming velocity.

Railgun assisted kinetic penetrator.  Propulsion is very potent, but fuel supply quite short, giving almost no chance of recovery if the shot misses.  Effective primarily against shields.  It is fitted with a small explosive charge, which is set to go off when it senses it is surrounded by a targeted ships hull; while the damage to the hull is typically small, this can damage and disrupt shipboard systems.

System consists of a single mount launch rack and missile.",Close Support,,
ms_shrike_pod,WEAPON,"A short-ranged tracking missile, launched from a magazine-fed dual pod. Intended to pierce active defenses by virtue of overwhelming velocity.

Railgun assisted kinetic penetrator.  Propulsion is very potent, but fuel supply quite short, giving almost no chance of recovery if the shot misses.  Effective primarily against shields.  It is fitted with a small explosive charge, which is set to go off when it senses it is surrounded by a targeted ships hull; while the damage to the hull is typically small, this can damage and disrupt shipboard systems..",Close Support,,
ms_cepc,WEAPON,"The CEPC, or Carried Energy Pulse Cannon, is an SRA weapon system capable of significant, if front loaded, damage.

Rather than fire the bolt through a typical lasing medium or projector, Shadowyards researchers opted to utilize a physical medium to act as a carrier for the energy pulse.  While the method has proven to be somewhat more efficient than many other methods and can produce highly damaging bolts, the Charge Carrier Medium (CCM) must be charged before firing, resulting in a limited capacity of available shots at any given time.  The CEPC's fire rate is more than sufficient for this to lead to noticeable drops in combat efficiency in fairly short time frames.",Close Support,,
ms_pdcepc,WEAPON,"The Light variant of the CEPC is the SRA's most common dedicated CIWS system, focused on maintaining a high fire rate with excellent accuracy.

Cyclic loading chambers allow the weapon to maintain an extremely high rate of fire; charge carriers are small but capable of reasonable damage at short range.  High accuracy and limited engagement envelope leave it most effective for providing Close Weapons Support against enemy fighters and missiles.",Point Defense,,
ms_mcepc,WEAPON,"The Medium CEPC is well liked amongst Shadowyards forces, well regarded as a reliable and deadly weapons platform, despite the high fitting requirements this advanced hardware requires.

Twin cannons ensure a high rate of fire with good accuracy while extended accelerator rails give it superior range.  An improved charging system allows it to fire larger CCM pellets safely, which has greatly improved the weapons damage at some cost in efficiency.",Assault,,
ms_scattercepc,WEAPON,"The Scatter CEPC, sometimes affectionately referred to as the 'Space Shotgun,' is a potent weapon capable of extreme damage at close range.

Consisting of an array of 20 scaled back CEPC accelerators, the Scatter CEPC is at home in all manner of attack roles but is most ideal for quick, overwhelming strikes.  Efficient loading system ensures new charges are cycled rapidly, though this hampered by a limited charge capacity and the sheer quantity of fire it can produce. The number of barrels used by the weapon requires a sophisticated, if simple, computer to ensure that the barrels are fired in tandem to prevent misfires.  Reasonably tight spread allows enhanced odds of hitting a target while still maintaining the weapons damage.",Assault,,
ms_chaingang,WEAPON,"Recognizing their relatively weak point defense, SRA engineers eventually settled on an uncharacteristically blunt solution; more gun.

Essentially four Light CEPC's in a tandem mounted medium turret, the 'Chaingang' produces staggering amounts of firepower, albeit for very brief periods.  Despite a greatly upgraded cyclic feeding mechanism for charging the carrier medium and feeding it into the weapons magazines, the weapon tears through it's reserves of carrier medium at a prodigious rate.  The Chaingang is capable of depleting it's reserve to the dregs, even with recharging, in under three seconds.",Point Defense,,
ms_gigacepc,WEAPON,"The so called ""Mega"" Chain CEPC is a rotary barreled heavy assault weapon typically fixed to Vardr-class battleships, though the SRA’s elite Redwings unit prefers to fit these to the Charybdis. Producing a withering hail of firepower the Chain CEPC requires specialized and bulky loading mechanisms to allow it to keep up it's blistering rate of fire, which limit it’s ability to be fit on other craft.",Strike,,
ms_tusk_single,WEAPON,"A heavy anti-ship torpedo delivery system. Breaks into multiple independent warheads before impact.

Typical of Shadowyards missile design philosophy, the D14 'Tusk' class Torpedo is primarily intended to defeat active defensive measures and deliver considerable damage.  Unlike it's little sister, the Stiletto, the Tusk relies not on speed but on overwhelming Point Defense; each tusk carries numerous smaller warheads, each with their own small engine and guidance system.  While some are likely to be shot down, against all but the heaviest defensive measures the Tusk is likely to inflict at least some damage.

This launcher system can carry a single torpedo into battle.",Strike,,
ms_tusk_rack,WEAPON,"A twin-rack containing heavy anti-ship torpedo delivery systems. Breaks into multiple independent warheads before impact.

Typical of Shadowyards missile design philosophy, the D14 'Tusk' class Torpedo is primarily intended to defeat active defensive measures and deliver considerable damage.  Unlike it's little sister, the Stiletto, the Tusk relies not on speed but on overwhelming Point Defense; each tusk carries numerous smaller warheads, each with their own small engine and guidance system.  While some are likely to be shot down, against all but the heaviest defensive measures the Tusk is likely to inflict at least some damage.",Strike,,
ms_tusk_pod,WEAPON,"Narwahl' type magazine fed heavy anti-ship torpedo mounting, holding a reservoir of 5 to 8 torpedoes.

Typical of Shadowyards missile design philosophy, the D14 'Tusk' class Torpedo is primarily intended to defeat active defensive measures and deliver considerable damage.  Unlike it's little sister, the Stiletto, the Tusk relies not on speed but on overwhelming Point Defense; each tusk carries numerous smaller warheads, each with their own small engine and guidance system.  While some are likely to be shot down, against all but the heaviest defensive measures the Tusk is likely to inflict at least some damage.",Strike,,
ms_wamgun,WEAPON,"Featuring distinctive crescent-bolts of energy, the 'Wavepulse' Cannon is a general-purpose, if exotic, weapon of war.

Ultimately a simple weapon, the Wavepulse is actually numerous smaller particle cannons, horizontally aligned firing in sequence to produce a much larger blast of energy.  Of only middling efficiency, the configuration of particle projectors is nevertheless quite effective at producing localized stress to shields and armor, and the weapon is noted for leaving distinctive 'scars' on damaged hull plating.  The resulting 'cutting' effect can on occasion inflict additional damage as a result of secondary stresses resulting from the unusual damage pattern.",Close Support,,
ms_splinter_launcher,WEAPON,"Fires unguided, explosive-tipped rockets, typically used in support of assault or in an effort to overwhelm hostile Point Defense.

Splinter type rockets have a smaller warhead than the more common annihilator rockets found throughout the sector.  However their drive systems are moderately more effective, making them somewhat harder to evade.  Fires bursts of four rockets, with a normal reserve of 60 rockets.

A version of this type of rocket launcher has been fitted to the Kobold class support fighter, which strips out the warhead and replaces it with a kinetic penetrator, in order for it to carry a larger fuel supply and a simple guidance system.",Assault,,
ms_splinter_pod,WEAPON,"Fires unguided, explosive-tipped rockets, typically used in support of assault or in an effort to overwhelm hostile Point Defense.

The external mounting of this rocket pod allows it to carry a double sized magazine.  Splinter type rockets have a smaller warhead than the more common annihilator rockets found throughout the sector.  However their drive systems are moderately more effective, making them somewhat harder to evade.  This larger version fires volleys of eight, with a standard reserve of 120 rockets.",Assault,,
ms_lempGun,WEAPON,"The Polarizer is an energy weapon that delivers an modest electromagnetic pulse (EMP) charge. The polarizer carries its charges on a variant of the CEPC’s carrier medium, which, in it’s highly charged state, becomes unstable; it also fires a shielded micro-sensor which detects hostile craft and causes the blast to explode, delivering its charge to targets within a short range.

As such the Polarizer sees a good deal of use as a general purpose close defense battery, though it remains useful in disabling enemy ships.",Special,,
ms_hempGun,WEAPON,"The Heavy Polarizer is among the strongest EMP weapons in the sector, delivering an almost impractically large ionizing charge. Similarly to its smaller cousin the blast can disable targets in a radius around the energy pulse when it is detonated.

While the charge delivered is much stronger than its small variant, it is generally thought that the weapons primary advantage is the much larger blast radius of its charge. The large energy mounts most ideal for these awesome close defense weapons are relatively uncommon among Yardie ships, though enterprising captains sometimes use them in assault roles for ships with hardpoints capable of carrying them.",Special,,
ms_pandora,WEAPON,"Originally intended to be a sensor system, the Pandora Array is presently put to more practical use as a powerful improvised weapon.

Operating based on interactions between P-Space and Normal space, the Pandora, as a sensor, offered a somewhat higher scan resolution and range than most of its conventional peers.  However, it's advantage over midline rangefinding technologies proved only moderate, and was not able to compete with the best designs produced by the Domain.  As the device was considered tactically vital in allowing Shadowyards forces to respond to hostile incursions, the Pandora went through several refit programs intended to increase it's detection range.  These programs eventually culminated in the unexpected instantiation of number of devastating p-space rifts during what was to be the Pandora's final testing iteration as a sensor system.

After determining the cause of the disaster, research was begun on weaponizing the Pandora, which necessitated a substantial redesign of the Elysium class Light Cruisers port side pontoon.  The revised Pandora-type Rangefinders, with significant power restrictions in place, have since been refitted to most SRA vessels capable of supporting them.",Special,,
ms_phasegun,WEAPON,"The Phase Bubble/Mass Projector, or more commonly just the 'Phasegun' is a weaponized phase shunt integral to a Shamash’s anchoring array, and around which the frigate has been designed.

The Phasegun expels a 35 nm mass of particles siphoned from P-Space; when fired, or otherwise no longer contained, the P-Space mass attempts to tunnel it’s way back to its reality of origin. This would happen immediately, but the Phasegun projects a field that keeps the anomaly stable for a limited range. The P-N tunnel takes the form of a catastrophic space/time anomaly, causing significant damage to anything caught within the event horizon, thus making the Phasegun useful for ‘bombing’ hostile targets.

Rumors circulate that the use of this weapon occasionally draws forth ‘Monsters from Phase Space;’ the SRA, and all other major polities, categorically deny these rumors, echoing the Domains insistence that P-Space is ‘effectively empty.’",Assault,,
ms_phasebeam,WEAPON,"An outgrowth of the Phase Energy Projector, the Phased Graviton Beam directs a stream of Gravitons towards a target by means of an oscillating p-space membrane; while of only middling effectiveness, the range is quite respectable.",Close Support,,
ms_rhpbc,WEAPON,"The Nídhöggr Lance is one of the heaviest particle weapons fitted to a warship, and possesses a peculiarly strong ability to pierce hull and armor.

More technically known as the Reciprocating Heavy Particle Drill, the Nídhöggr Lance system is, from this acronym, believed to actually be some manner of super heavy mining beam adapted for combat use.  On firing it releases several high powered particle beams in a helical pattern, allowing it to 'drill' through physical objects.

Such as the hulls of hostile spacecraft.",Assault,,
ms_slowbeamM,WEAPON,"Powerful but inefficient and short ranged, the Murti Charged Anti-Ship (CAS) Beam is a heavy strike weapon highly effective against armor.

A mixed a toroid/helix accelerator design, the Murti fires a 35nm stream of pulsed neutrons; the difficulty in accelerating these particles has left the weapon comparatively inefficient when compared to most other beam weapons, as well as leaving it short ranged.  The ejection rate of the neutrons is markedly low, and as such this weapon is sometimes called the 'Slow beam.'  However, it's effect on unshielded hull is devastating.",Strike,,
ms_slowbeamH,WEAPON,"A further advancement of the Murti, the Deva is centered around two large toroid/helix neutron accelerators.

A devastatingly powerful weapon, the Deva is able to project a neutron beam ~25% further than its smaller cousin.  The larger accelerator configuration results in a massive offensive punch which is capable of tearing through even the heaviest armor and can overwhelm weaker shield generators; few captains are comfortable facing down a fully charged Deva.  This weapons most significant weakness is it's slow refire rate, as the heavy accelerator coils require a significantly longer period of time in order to degauss and ready themselves for another shot.",Strike,,
ms_spreadbeam,WEAPON,"Faced with a critical deficit in effective anti-missile systems, Shadowyards engineers created the 'Urumi' laser system; a fan shaped beam splitter gives the weapon it's unusual firing profile.

While the effectiveness of this innovation is debatable, it has not significantly impacted the ability of the “fan laser” to shoot down hostile missiles, a task at which it is approximately as effective as the more widely available Burst PD laser.",Point Defense,,
ms_autoflak,WEAPON,"A small, energy efficient ballistic CIWS system fitted standard to the Ashnan small cargo ship.",Point Defense,,
ms_trishula,WEAPON,"Common laser weapon, utilizing an autofocusing triple laser arrangement to compensate for slightly weaker components.

A reliable, workhorse weapon, the Trishula is a rugged and reliable support weapon with great versatility.  Three laser beams utilize an adjusting barrel assembly to focus the point of convergence; the weapon can make use of a variety of different gain mediums but most commonly uses Hydrogen or Carbon-Dioxide.  Each focusing array features two lenses and can project a 220 nm beam at a range slightly lower than the common TacLaser.",Close Support,,
ms_barrago,WEAPON,"A complex missile system intended for use as a long range support weapon.  A reliable autoloader system ensures the weapons usefulness even in prolonged engagements.

The Barrago, powered by an outgrowth of the Stilettos powerful drive, is a fast warhead with considerable effective range.  When launched, a reuseable microfusion drive system orients the missile towards its target; once aligned the missile separates via a small explosive charge.  Simple gas-propulsion thrusters help keep the Barrago oriented on its target while in route.  Once in range, a sensor mounted in the missiles nose activates a shaped charge which breaks apart the nose cone, directing a hail of shrapnel into the target ship.",Fire Support,,
ms_stormBlaster,WEAPON,"Rotary energy weapon system with an extremely high rate of fire; requires short periods to cycle the inductors after each firing cycle, thus leading to short bursts of intense fire. Particle masses become unstable after a short distance and tend to detonate spectacularly when near dense concentrations of matter, such as starships.  Though it's damage against shields and armor is middling at best, the Storm Blaster shines when engaging small craft or vessels with unprotected hull.",Assault,,
ms_lockdown,WEAPON,"A collaborative effort between the Persean League and the SRA, the Lockdown HMG is designed to fire unusual electromagnetically active shells. The Lockdown is almost entirely constructed of metallo-ceramics to prevent the mechanisms from binding up; the magazine is designed to isolate the shells from each other in order to reduce the considerable hazard of jamming. These difficulties are considered worth the cost when compared to the amount of EMP damage this weapon can put down range.",Close Support,,
ms_synaptic,WEAPON,"The Apiary Hive Missile is a large missile designed to destroy entire enemy fighter wings. Specialized AI routines distribute missiles to hostile fighter craft within the AHMs engagement envelope or, barring viable targets, to nearby warships; the 20 Apis-type submunitions the missile carries are deployed by a powerful concussive warhead which, in addition to scattering the swarm, jostles around smaller craft and breaks up fighter formations within close proximity.

While highly effective against fighters, it has been argued that the Apiary is too specialized for the modern battlespace; the Apis Swarm Missiles, while numerous, lack sufficient penetration to crack hardier defenses, and are arguably almost useless against anything larger than strike craft.",Anti-Fighter,,
ms_gug_blastr,WEAPON,"Roughly 4 times as powerful as a standard plasma cannon, the Höfud Assault Blaster is an nightmarishly powerful particle accelerator, and the signature armament of the unique battlecruiser Odin.",Assault,,
ms_particleDart,WEAPON,"A fire support beam weapon featuring high power and good striking range for a beam weapon of this size class.

Powered by a single toroidal particle accelerator, the Kamals range is boosted by a powerful magnetic focusing array, increasing it’s effective range. An unusual feature of the weapons design results in the initial beam contact being ‘heavy,’ which interacts with most shielding systems similarly to projectiles and ‘blaster’ type energy weapons.",Fire Support,,
ms_particleLance,WEAPON,"A fearsomely powerful beam weapon capable of devastating strikes at long range, suitable for use as direct fire support.

Sequential improvements in magnetic lensing have resulted in the Mughal-class Particle Lances very long range, making it a highly effective, if somewhat inefficient ‘sniper’ weapon. Much like it’s smaller cousin, the initial beam contact of this weapon is ‘heavy,’ and has a similar interaction with active shield systems.",Fire Support,,
ms_gigacepcRed,WEAPON,"The so called ""Mega"" Chain CEPC is a rotary barreled heavy assault weapon typically fixed to Vardr-class battleships, though the SRA’s elite Redwings unit prefers to fit these to the Charybdis. Producing a withering hail of firepower the Chain CEPC requires specialized and bulky loading mechanisms to allow it to keep up it's blistering rate of fire, which limit it’s ability to be fit on other craft.",Strike,,
ms_derazhoObject,WEAPON,"Discovered on the shore of the Orion-Perseus Abyss in c. 199, the Derazho Object is a device of unknown origin, not believed to have originally been a weapon, that has somehow been integrated into the stolen Asphodel-class Testbed Cruiser as a bizarre and fearsome armament.

While still being experimented on by reasearchers from the SRA's Advanced Studies Institute and Galatia Academy, the artifact was noted as potentially creating heretofore unknown n-space/p-space interactions when exposed to high power gradients, however the experiments revealed nothing that would indicate that the Object could be put to such destructive use.

The Derazho Object was attached to the Asphodel via it's Modular Equipment Bay when the vessel was hijacked in early c. 201 by the notorious Marjatta Nemo, and is believed to have been the main target of the heist.",Suppression,,
,,,,,
ms_bitdrones,SHIP_SYSTEM,"Launches a pair of beam equipped combat drones which follow the parent fighter craft, providing additional firepower and cover.",Drones (high tech),Launches two beam equipped bit drones.,
ms_booster,SHIP_SYSTEM,"Activates ancilliary thrusters as well as increasing main drive output, leading to a brief increase to maximum speed at the cost of flux.",Movement,Provides a brief boost to top speed.,
ms_displacer,SHIP_SYSTEM,Teleports the ship forward in the direction it's traveling. The system slowly builds up to three charges which can then be expended in short order.,Movement,Teleports the ship forward in the direction it's traveling. The system can store up to three charges at once and generates flux when used.,
,,,,,
ms_jammer,SHIP_SYSTEM,Deploys a powerful jamming effect which reduces the ability of hostile weapons to successfully track their targets within a certain radius.,Defensive,"Jams enemy weapons, reducing their tracking speed.",
ms_RRSDrive,SHIP_SYSTEM,"This unusual drive system partially phases the attached vessel, leading to a substantial increase in speed as well as reducing incoming damage by 50%, though at the same time locking the vessel onto its current vector and stripping power from weapons and shields.  These systems are only rated for short jaunts, skipping across the surface of P-Space like a stone.",Movement,"Bursts the ship forward in the direction it's traveling. Turning, weapons and shields are locked, damage is reduced and flux is generated when used.",
ms_neriadjets,SHIP_SYSTEM,"Afterburner system which greatly increases a fighters speed by doping the engine with Infernium, though this greatly impedes the crafts maneuverability.",Movement,Briefly increases the fighters speed at the cost of mobility.,
ms_overdrive,SHIP_SYSTEM,"Doubles the firing rate of all weapons systems for 2.5 seconds, regardless of type, but reduces firing rate by 50% for four seconds afterwards.",Offensive,"Doubles firing rate for a short time, but then halves firing rate for a short while afterwards.",
ms_phaseanchor,SHIP_SYSTEM,"Temporarily moves the ship into an alternate dimension known as p-space. The ship can still be detected by its phase coil emissions, but can not be hit by any weapons. Unfortunately, flux can not be dissipated in p-space, resulting in a constant buildup that forces the ship to come back to normal space eventually.

While less efficient than standard Domain Phase Coils, Shadowyards Phase Anchors have less demanding power draw on activation leading to a generally more aggressive style of cloaking.",Special,Moves the ship into an alternate dimension where it can not be hit by any weapons. Builds up hard flux when active.,
,,,,,
ms_flare_shamash,SHIP_SYSTEM,Launches a quartet of homing flares which track hostile missiles which are equipped with a proximity fuse which detonates when missiles are close enough to guarantee a kill.,Defensive,Drops proximity fuse equipped smart flares with a reserve of 10 volleys.,
ms_rakporter,SHIP_SYSTEM,"A tiny, short range skimmer with a reasonable cycle rate; however the small scale of this device's capacitors means it can only teleport two times consecutively.",Movement,Teleports the ship forward in the direction it's traveling. The system can store up to two charges at once and generates flux when used.,
ms_siegemode,SHIP_SYSTEM,"While in use, this system improves shield and weapon efficiency as well as weapons range, but reroutes power from the thrusters  in the process, greatly impairing mobility.",Defensive,"Improves shield efficiency, weapon efficiency, and weapons range. Greatly reduces mobility.",
ms_stopper,SHIP_SYSTEM,"Otherwise known as the Remote Engine Inhibitor System. Makes use of charged quantum pairs to induce gravitional fluctuations and uneven energy distributions within active engines. This leads either to automatic systems shutting the engines down or shipboard circuits overloading, causing short-term power loss.",Special,"Shoots a quantum-gravitational charge at the target, disabling its engines on impact. Generates flux.",
ms_swacs,SHIP_SYSTEM,"An Early Warning system which utilizes specialist AI systems to enable improved pilot response times. Additionally, it utilizes improvised battlefield networked computing power to improve overall fighter performance; due to limitations in communications effectiveness in the modern battlespace, only fighters from the parent carrier are effected.",Special,Improves performance of nearby fighters from this carrier while active. Generates flux.,
ms_swflares,SHIP_SYSTEM,Launches flares that distract the guidance systems of incoming missiles and PD weapons. Any missile hitting a flare will be destroyed.,Defensive,Launches flares  to confuse the guidance systems of nearby enemy missiles.,
ms_fdsingle,SHIP_SYSTEM,"Deploys a single Thetis-class combat drone.  It is capable of attacking at a not insignificant range, and its secondary mini-flak system provides the host ship with critical point defense support; however, the small scale of the autofactory means the rate of replacement is very slow.",Drones (high tech),"Deploys a single medium combat-drone, equipped with a mini-flak system for defense.",
ms_sensordrones,SHIP_SYSTEM,"Routes power to the Morningstars sensors system, improving tracking and telemetry of hostile craft in the area as well as slightly increasing detection range.",Special,Activates sytems that improve the ship's weapon and sensor range.,
ms_woopDrive,SHIP_SYSTEM,"Powerful reverse drive system which, when fired, propel the ship backwards at considerable speed, at the cost of disabling shields and losing any ability for maneuver.",Movement,Propels the ship in the opposite direction that it's facing.  Turning and shields are disabled while system is active.,
ms_tagSystem,SHIP_SYSTEM,"Fires a small transmitter drone with a limited battery life; requires direct contact with the hull, but when successfully attached it provides additional telemetry, allowing friendly guns to focus on hitting vulnerable points. Effected enemy ships take an additional 25% damage.  Lasts ten seconds.",Special,"Deploys a transmitter which attaches to a ships hull; if hostile, increases damage taken by the target by 25% for 10 seconds.",
ms_minosPing,SHIP_SYSTEM,"High powered sensor system, when used the Detector Grid greatly enhances the host ships sensor range; additionally, specialized data hooks allow it to forward data to allied craft, allowing it some room to partly counteract an enemy advantage in ECM.",Special,Briefly strengthens Sensor Detection range and fleetwide ECM.,
ms_drivecharger,SHIP_SYSTEM,"Redirects all main drive power to the ships maneuvering thrusters, resulting in substantial boosts to lateral mobility and turning speed at the cost of effectivley killing all forward momentum.",Movement,Boosts lateral mobility and turn rate while killing forward speed.,
ms_combatshell,SHIP_SYSTEM,"A smaller variant of the Mimir’s “Lock Drive,” the Combat Shell skips the ship in the shallow reaches of phase space in order to greatly increase the vessels speed and maneuverability, though the power draw effectively results in no increase in firepower.",Special,"Boosts speed, maneuvering ability and fire rate.",
ms_gat,SHIP_SYSTEM,"Galvanic Accelerator/Tactical; utilizing a sequence of optimized micro-movements in the ships fire control systems the ship increases the performance of its weapons for a short period of time, increasing the fire rate and damage of energy weapons and boosting missile flight speed.",Offensive,Boosts damage and fire rate of energy weapons and boosts missile max speed.,
ms_dMatrix,SHIP_SYSTEM,"A sophisticated barrier augmentation system which transfers power from weapons to a ship shields. Considerably increases shield damage absorbtion and improves the speed at which the shield raises and can be reoriented, but prevents weapons from being used and generates hard flux.",Defensive,"Considerably reduces damage taken by shields, but generates hard flux while active.",
ms_dumper,SHIP_SYSTEM,"An improvised system for shunting excess flux into often jury rigged capacitors which are then ejected from the ship. Capacity is limited, but tends to be augmented by a questionably modified microfactory unit which can slowly replace spent capacitors.",Defensive,Ejects jury rigged flux capacitors.,
ms_fighterdrones,SHIP_SYSTEM,"Dedicated microfactory systems and supporting Gamma Level AI constructs designed to support a limited number of Wraith-class Drone fighters, used to augment their host stations defense squadrons.",Drones (high tech),Deploys up to three Wraith-class Fighter Drones.,
ms_compressorBurst,SHIP_SYSTEM,"A small but powerful space-time interface, suitable for short, precision bursts of extremely high mobility; the dedicated systems required to manage the device, as well as a power draw which increases exponentially with mass, practically ensures that it can only be fitted to specially designed frigates.",Movement,"Massively, but briefly, boosts speed, maneuvering ability and fire rate.",
,,,,,
planet_lambence,CUSTOM,"An uninteresting ball of dust and silica, Lambence is tidally locked with Anar;  a largely automated Power collection facility has been built here, and this planet is home to small community largely devoted to servicing and maintaining it.",,,
planet_euripides,CUSTOM,"Believed to have forcibly lost much of its surface water to asteroid impacts millions of years ago, Euripides has since been partially terraformed by importing vast quantities of cometary ice, and a shallow sea now covers much of it's northern hemisphere.  The Shadowyards Reconstruction Authority calls this planet home, and it serves as their capitol and main center of operations; unsurprisingly much of Euripides' rather unconventional economy is centered around manufacturing, though a number of exotic goods and services are offered on this rather libertine world as well.

Much of the planets northern hemisphere is covered in a profusion of hardy, native life adapted to an environment largely devoid of water now thriving with a sudden excess born of the Yardies terraforming efforts.",,,
planet_aeschylus,CUSTOM,"A tiny moonlet constantly bombarded with debris and frozen dust, Aeschylus is believed to have formed from the largest surviving fragments of a moon which was destroyed by a vast planetary collision, probably with a rogue planet, some 60 million years bce.  The results of this cataclysmic event is largely believed to be responsible for the water deprived state of Euripides.",,,
planet_calleach,CUSTOM,"A Gas Giant of unusual density and turbulence, Calleach rages. Notable for both it's abnormally violent weather patterns and the intense radiation storms it frequently emits, these factors combine to make siphoning volatiles from it's churning atmosphere singularly hazardous, and the infamous 'Calleach Run' is typically only taken by the foolhardy or particularly desperate.",,,
planet_theramin,CUSTOM,"A stormy terrestrial moon, Theramin is protected from intense gamma radiation from the gas giant Calleach due to Domain era radiation absorbers which the SRA has not been able to replicate. As such, despite the otherwise desirable status of the moon, colonization has been limited to a few areas under the protective veil of these massive, arcane devices.  Beyond the monolithic Absorbers, Theramin requires the aid of a pair of large solar arrays redirecting Anarlight to her surface while the world is in Calleach's shadow, and as a result the moon is temperate, if rainy, at nearly all times of the year.",,,
planet_cinderbox,CUSTOM,Cinderbox is in a state of constant volcanic eruption due to her proximity to Calleach.  Immense tidal forces render the planet an uninhabitable hothouse.  This tiny moon is of little mineral worth and has seen no significant effort at exploitation.,,,
planet_melancholia,CUSTOM,"A small moon primarily composed of various cryonic materials, Melancholia has a thin atmosphere of methane and argon.  While a valuable source of cryogenics the planet has seen no serious effort at colonization and most habitats are of a temporary variety, save for a single mostly permanent settlement, Shanty, which is nestled around a supercooled ground-space rail terminus serving the ever shifting amount of small mining concerns on the moon.",,,
planet_rubicante,CUSTOM,"Though permanent habitation is impossible, Rubicante's surface is cool enough, and the planet geologically calm enough, to permit short bursts of mineral extraction from the cooler deposits of metal located all across the surface; extensive mining of the planets vast mineral wealth was the basis of the Gigas systems economy until the mining stations were destroyed in mid Cycle 205, when it became apparent to the Hegemony that they would be unable to seize the facilities.",,,
planet_stillness,CUSTOM,"Stillness was, until recently, a quiet support facility for the mining facilities orbiting Rubicante, having the bulk of the system's ore refining facilities; with those stations destroyed when the Hegemony invaded in c.205, it finds itself playing the unaccustomed role of forward command post.",,,
planet_sturmvald,CUSTOM,"Wrapped in a thick and violent atmosphere, Sturmvald has thwarted a number of halfhearted attempts at exploitation from independent mining concerns across the sector.  Difficult extraction sites, a lethally toxic atmosphere and blistering, silica laden winds combine to make this planet generally considered to be not worth the effort.",,,
